"날짜","언론사","제목","링크"
"2022.02.15","조선일보","조지 소로스, 리비안 투자했다가 1조원 손실","https://www.chosun.com/economy/auto/2022/02/15/MXAURRV3GBEGBAX64VQOB6VMHE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.15","이데일리","[펀드어워즈]교보악사, '글로벌IT' 첫 수상…""자동화 산업 주목""","http://www.edaily.co.kr/news/newspath.asp?newsid=04116406632230848"
"2022.02.15","뉴데일리","폴스타에 볼보·쌍용차까지… 올해도 불꽃 튀는 '전기차' 전쟁","https://biz.newdaily.co.kr/site/data/html/2022/02/15/2022021500066.html"
"2022.02.15","톱스타뉴스","미국 뉴욕증시, 러시아의 우크라이나 침공 긴장 속에 하락…S&P 0.38%↓·나스닥 0.00%↓·다우 0.49%↓","http://www.topstarnews.net/news/articleView.html?idxno=14670863"
"2022.02.15","조세일보","[가상화폐 시세] 비트코인, 하방 지지선 근처 5100만원대에서 혼조... 0.35% 하락","http://www.joseilbo.com/news/news_read.php?uid=446415&class=18&grp="
"2022.02.15","SBS Biz","뉴욕 증시, 우크라이나 위기 속에 하락 마감","https://biz.sbs.co.kr/article_hub/20000050733?division=NAVER"
"2022.02.15","머니투데이","러·우크라 긴장에 공포지수↑...대형기술주 반등[뉴욕마감](종합)","http://news.mt.co.kr/mtview.php?no=2022021507541542858"
"2022.02.15","YTN사이언스","[다시보기] 2월 15일 (화) 오전 사이언스 투데이","https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=0023&key=202202151138286675"
"2022.02.15","이데일리","“中성장주, 이르면 2분기 반등 예상…옥석가리기 필요”","http://www.edaily.co.kr/news/newspath.asp?newsid=01308726632230848"
"2022.02.15","에너지경제","'K-조선 빅3', 친환경 선박 개발에 미래 건다","https://www.ekn.kr/web/view.php?key=20220214010002137"
"2022.02.15","비즈니스포스트","[2월16일자] 비즈니스포스트 아침의 주요기사","https://www.businesspost.co.kr/BP?command=article_view&num=271777"
"2022.02.15","비욘드포스트","젤리스페이스-리미테크코리아, 전략적 업무 협약 체결","http://www.beyondpost.co.kr/view.php?ud=20220215144137644246a9e4dd7f_30"
"2022.02.15","MBC","우크라 긴장·인플레 우려 속 하락 마감","https://imnews.imbc.com/replay/2022/nwtoday/article/6341590_35752.html"
"2022.02.15","서울신문","[박상현의 테크/미디어/사회] 나도 모르는 사이… 내 휴대전화가 그놈 스토킹을 도울 수 있다","https://www.seoul.co.kr/news/newsView.php?id=20220215027005&wlog_tag3=naver"
"2022.02.15","에듀동아","비전OK제주유학원, 미국 텍사스주립대 국제전형 입학 세미나 진행","http://edu.donga.com/?p=article&ps=view&at_no=20220215104733455098"
"2022.02.15","에너지데일리","""중국 시장 제외한 글로벌 전기차 배터리 시장은 '한국'이 지배한다""","http://www.energydaily.co.kr/news/articleView.html?idxno=125740"
"2022.02.15","SBS Biz","[글로벌 비즈 브리핑] AMD, 자일링스 500억 달러에 인수 마무리","https://biz.sbs.co.kr/article_hub/20000050714?division=NAVER"
"2022.02.15","비즈니스포스트","뉴욕증시 하락, 러-우크라이나 긴장 고조와 미 연준 긴축 가속 우려","https://www.businesspost.co.kr/BP?command=article_view&num=271648"
"2022.02.15","SBS Biz","[글로벌 마켓] 뉴욕증시, 우크라이나 사태 주시…장중 변동성 심화","https://biz.sbs.co.kr/article_hub/20000050738?division=NAVER"
"2022.02.15","문화일보","LG, 인공지능 아티스트 ‘틸다’ 공개…스스로 창작하는 ‘AI 휴먼’","http://www.munhwa.com/news/view.html?no=2022021501072303024001"
"2022.02.15","내일신문","K-배터리 비중국 시장서 선전","http://www.naeil.com/news_view/?id_art=414206"
"2022.02.15","SBS Biz","[조간브리핑] ‘전세의 월세화’ 현실로…지난해 ‘서울 아파트’ 월세 거래량 7만여건","https://biz.sbs.co.kr/article_hub/20000050741?division=NAVER"
"2022.02.15","매일경제","매경이 전하는 세상의 지식 (매-세-지, 2월 15일)","https://premium.mk.co.kr/view.php?no=31519"
"2022.02.15","글로벌경제","테슬라 1.83% ↑,엔비디아 1.33% ↑일부 성장 대형기술주 반등","http://www.getnews.co.kr/news/articleView.html?idxno=572501"
"2022.02.15","YTN","머스크, 'WFP 요청 규모' 7조 원 실제로 기부했다","https://www.ytn.co.kr/_ln/0104_202202151755117820"
"2022.02.15","뉴스핌","CATL, 루머 강경 대응하며 반등 '시동'","http://www.newspim.com/news/view/20220215000154"
"2022.02.15","ZDNet Korea","[기고] 세계 반도체 시장 격변···ECoS 시대가 온다","https://zdnet.co.kr/view/?no=20220215163632"
"2022.02.15","한국경제TV","2월 15일 미국증시 장중 시황...러시아·우크라이나 지정학적 긴장","https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202150008&t=NNv"
"2022.02.15","초이스경제","테슬라, 기록적인 이익에도 미국서 세금 안낸다","http://www.choicenews.co.kr/news/articleView.html?idxno=88929"
"2022.02.15","이코노뉴스","센트랄모텍·명신산업, 테슬라 관련주 엇갈리는 주가…센트랄모텍 소폭 상승 반해 명신산업 1% 낙폭","http://www.econonews.co.kr/news/articleView.html?idxno=236423"
"2022.02.15","핀포인트뉴스","일론 머스크, 6조8000억 원 자선단체에 기부...""사상 최대 수준""","http://www.pinpointnews.co.kr/view.php?ud=2022021515403491315d46bea725_45"
"2022.02.15","글로벌이코노믹","전기차, 미식축구 슈퍼볼 광고 독식…한국 기아차도 가세","http://www.g-enews.com/ko-kr/news/article/news_all/20220215090558636393bf579e81_1/article.html"
"2022.02.15","연합인포맥스","[오전 주요 국제금융뉴스] (15일)","http://news.einfomax.co.kr/news/articleView.html?idxno=4198780"
"2022.02.15","글로벌이코노믹","전기차, 미식축구 슈퍼볼 광고 독식…한국 기아차도 가세","http://www.g-enews.com/ko-kr/news/article/news_all/20220215090558636393bf579e81_1/article.html"
"2022.02.15","연합인포맥스","[오전 주요 국제금융뉴스] (15일)","http://news.einfomax.co.kr/news/articleView.html?idxno=4198780"
"2022.02.15","핀포인트뉴스","다우· 나스닥지수 속락 마감... 테슬라 상승에 삼성SDI LG화학 SK이노베이션 들썩이나","http://www.pinpointnews.co.kr/view.php?ud=202202150659494007861beb2d9d_45"
"2022.02.15","딜사이트","[머니네버슬립] [데일리 캐시우드] DNA 기술에 투자하는 아크인베스트","https://www.paxnetnews.com/articles/83769"
"2022.02.15","이코노뉴스","뉴욕증시, 우크라이나 사태와 연준 긴축 우려에 하락…기술주 혼조-메타 소폭 하락, 테슬라 1%대 상승, 엑손모빌 등 에너지 하락주도","http://www.econonews.co.kr/news/articleView.html?idxno=236330"
"2022.02.15","초이스경제","미국증시 마감 40분전...4대지수 '하락', 테슬라·AMD '상승', 美10년물금리 1.986%","http://www.choicenews.co.kr/news/articleView.html?idxno=88919"
"2022.02.15","게임톡","[DGIST 해외창업연수②] 창업경진대회 1등 '퀘스터' CES서 '메타버스' 외치다","https://www.gametoc.co.kr/news/articleView.html?idxno=64914"
"2022.02.15","이코노뉴스","명신산업·엠에스오토텍, 테슬라 관련주 모두 소폭 상승…특히 엠에스오토텍 4거래일만에 상승","http://www.econonews.co.kr/news/articleView.html?idxno=236383"
"2022.02.15","YTN라디오","[생생경제] ""러시아 우크라이나 침공 예상에 VIX 美中 무역분쟁 당시 수준으로""","https://radio.ytn.co.kr/program/?f=2&id=81291&s_mcd=0206&s_hcd=15"
"2022.02.15","초이스경제","미국증시 나스닥100 '소폭 상승'...테슬라·엔비디아·AMD '상승' vs 모더나·펠로튼 '급락'","http://www.choicenews.co.kr/news/articleView.html?idxno=88928"
"2022.02.15","한국일보","일론 머스크, 7조 원 육박 '통 큰 기부'… 수령인은 미확인","https://hankookilbo.com/News/Read/A2022021516430005647?did=NA"
"2022.02.15","머니투데이","핸드폰처럼 배터리 바꿔쓰는 中 전기차…한국은 못하나?","http://news.mt.co.kr/mtview.php?no=2022021415190874610"
"2022.02.15","문화일보","美, ‘휴머노이드’ 선뵈는데… 韓, 원천기술보다 ‘단품 로봇’ 급급","http://www.munhwa.com/news/view.html?no=2022021501030803009002"
"2022.02.15","서울신문","전기차 업계 ‘삼중고’… 몸값 커지며 시험대","https://www.seoul.co.kr/news/newsView.php?id=20220216016013&wlog_tag3=naver"
"2022.02.15","SBS","[친절한 경제] 우크라 위기감이 가져올 나비 효과 어디까지?","https://news.sbs.co.kr/news/endPage.do?news_id=N1006640925&plink=ORI&cooper=NAVER"
"2022.02.15","SBS Biz","[김대호 박사의 오늘 기업·사람] 아크인베스트·디어&컴퍼니·한진칼·대한항공·삼성전자","https://biz.sbs.co.kr/article_hub/20000050745?division=NAVER"
"2022.02.15","조선일보","서학개미 많이 투자했는데… 美 빅테크 톱7 시총 1700조원 날아갔다","https://www.chosun.com/economy/money/2022/02/15/Z6RHBXGFZNFMTDRJPTAYZRKT74/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.15","SBS Biz","신규 확진자 역대 최다…편의점서 자가키트 판매","https://biz.sbs.co.kr/article_hub/20000050791?division=NAVER"
"2022.02.15","뉴스토마토","(영상)주차보조·열선 없이 출고…반도체난에 '기능 뺀 자동차' 만연","http://www.newstomato.com/ReadNews.aspx?no=1105859&inflow=N"
"2022.02.15","글로벌이코노믹","중국 승용차 판매량 8개월 연속 하락…코로나19 확산·설 연휴로 생산량 감소","http://www.g-enews.com/ko-kr/news/article/news_all/202202151430396248c4c1a19e2e_1/article.html"
"2022.02.15","글로벌이코노믹","중국 승용차 판매량 8개월 연속 하락…코로나19 확산·설 연휴로 생산량 감소","http://www.g-enews.com/ko-kr/news/article/news_all/202202151430396248c4c1a19e2e_1/article.html"
"2022.02.15","조선비즈","배터리부터 자동차까지…글로벌 수소기업 담은 ETF 줄줄이 상장","https://biz.chosun.com/stock/stock_general/2022/02/15/G2LJYEOMX5BRPKPDYXBFRR2EXU/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.15","한국경제","계양전기 직원 245억 횡령…거래 정지","https://www.hankyung.com/finance/article/2022021559191"
"2022.02.15","한국경제","연 3조…온라인 자동차시장 '빅뱅'","https://www.hankyung.com/economy/article/2022021555601"
"2022.02.15","블로터","포스코홀딩스의 본점 이전...포항시와 상충않는 '세가지 이유'","http://www.bloter.net/newsView/blt202202150006"
"2022.02.15","뉴시스","뉴욕 증시, 우크라이나 긴장고조에 속락 마감...다우 0.49%↓ 나스닥 0.24P↓","http://www.newsis.com/view/?id=NISX20220215_0001758938&cID=10101&pID=10100"
"2022.02.15","중앙일보","작년 전기차 1.7배 늘었는데…""충전소 부족"" 72%가 정책 불만","https://www.joongang.co.kr/article/25048259"
"2022.02.15","조선비즈","“배터리 원료 中 의존도 낮춰라”… 각 국·주요기업 골머리","https://biz.chosun.com/industry/car/2022/02/15/R73ZUT77MVERBH4RPYBDA3TL44/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.15","더팩트","우크라이나 긴장 고조에 뉴욕증시 하락…다우 0.49%↓","http://news.tf.co.kr/read/economy/1918618.htm"
"2022.02.15","한국경제","'2022 대한민국 펀드대상' 베스트 펀드","https://www.hankyung.com/finance/article/2022021554691"
"2022.02.15","아시아경제","[뉴욕증시]Fed 긴축에 우크라 공포까지…일제히 하락 마감","https://view.asiae.co.kr/article/2022021506361670577"
"2022.02.15","한국경제","일론 머스크, 7조 원 '통 큰 기부' 절세 효과 '톡톡'","https://www.hankyung.com/international/article/2022021557187"
"2022.02.15","머니투데이","기관이 사랑한 리비안, 6% 급등…미워도 다시 한번?","http://news.mt.co.kr/mtview.php?no=2022021515054343882"
"2022.02.15","ZDNet Korea","[기자수첩] 'RE100''EU택소노미' 무지로 본 尹의 에너지觀","https://zdnet.co.kr/view/?no=20220214171057"
"2022.02.15","뉴시스","1월 중국車시장 전년비 5% 역성장…현대차 43%↓·기아 18%↓","http://www.newsis.com/view/?id=NISX20220215_0001760314&cID=13001&pID=13000"
"2022.02.15","한국경제TV","HMM, 실적 따로 주가 따로","https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202150187&t=NNv"
"2022.02.15","국민일보","이젠 영끌·빚투는 자살골… 예적금 넣고 金 투자 해볼까","http://news.kmib.co.kr/article/view.asp?arcid=0924231676&code=11151300&cp=nv"
"2022.02.15","이데일리","비트코인 4만2천달러 횡보…움츠린 코인","http://www.edaily.co.kr/news/newspath.asp?newsid=01367766632230848"
"2022.02.15","BBS NEWS","대구시, 올해 친환경차 9,566대 보급","https://news.bbsi.co.kr/news/articleView.html?idxno=3059116"
"2022.02.15","한국경제TV","늘어나는 서학개미… 미국주식창 이용자 증가","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202150259&t=NN"
"2022.02.15","한국경제TV","늘어나는 서학개미… 미국주식창 이용자 증가","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202150259&t=NN"
"2022.02.15","한국경제TV","뉴욕증시, 우크라 리스크에 하락 마감 …리비안·루시드 6%↑ [출근전 꼭 글로벌 브리핑]","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202150009&t=NN"
"2022.02.15","뉴시스","[올댓차이나] 1월 중국 승용차 판매 209만대 4.4%↓...""NEV는 132%↑""","http://www.newsis.com/view/?id=NISX20220215_0001758912&cID=10101&pID=10100"
"2022.02.15","조선비즈","[특징주] 카카오·네이버 장 초반 나란히 강세","https://biz.chosun.com/stock/market_trend/2022/02/15/EKEIHC54UREWNCLZH2MQ5NWXWA/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.15","매일신문","[시각과전망] 박태준 회장의 눈물, 포항의 절규","https://news.imaeil.com/page/view/2022021518501709283"
"2022.02.15","조선일보","조지 소로스, 리비안 투자했다가 1조원 손실","https://www.chosun.com/economy/auto/2022/02/15/MXAURRV3GBEGBAX64VQOB6VMHE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.15","이데일리","[펀드어워즈]교보악사, '글로벌IT' 첫 수상…""자동화 산업 주목""","http://www.edaily.co.kr/news/newspath.asp?newsid=04116406632230848"
"2022.02.15","뉴데일리","폴스타에 볼보·쌍용차까지… 올해도 불꽃 튀는 '전기차' 전쟁","https://biz.newdaily.co.kr/site/data/html/2022/02/15/2022021500066.html"
"2022.02.15","톱스타뉴스","미국 뉴욕증시, 러시아의 우크라이나 침공 긴장 속에 하락…S&P 0.38%↓·나스닥 0.00%↓·다우 0.49%↓","http://www.topstarnews.net/news/articleView.html?idxno=14670863"
"2022.02.15","조세일보","[가상화폐 시세] 비트코인, 하방 지지선 근처 5100만원대에서 혼조... 0.35% 하락","http://www.joseilbo.com/news/news_read.php?uid=446415&class=18&grp="
"2022.02.15","SBS Biz","뉴욕 증시, 우크라이나 위기 속에 하락 마감","https://biz.sbs.co.kr/article_hub/20000050733?division=NAVER"
"2022.02.15","딜라이트닷넷","[뉴욕증시] 긴축 및 우크라이나 우려에 3대 지수 소폭 하락","http://www.delighti.co.kr/news/articleView.html?idxno=33481"
"2022.02.15","머니투데이","러·우크라 긴장에 공포지수↑...대형기술주 반등[뉴욕마감](종합)","http://news.mt.co.kr/mtview.php?no=2022021507541542858"
"2022.02.15","YTN사이언스","[다시보기] 2월 15일 (화) 오전 사이언스 투데이","https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=0023&key=202202151138286675"
"2022.02.15","이데일리","“中성장주, 이르면 2분기 반등 예상…옥석가리기 필요”","http://www.edaily.co.kr/news/newspath.asp?newsid=01308726632230848"
"2022.02.15","에너지경제","'K-조선 빅3', 친환경 선박 개발에 미래 건다","https://www.ekn.kr/web/view.php?key=20220214010002137"
"2022.02.15","비즈니스포스트","[2월16일자] 비즈니스포스트 아침의 주요기사","https://www.businesspost.co.kr/BP?command=article_view&num=271777"
"2022.02.15","비욘드포스트","젤리스페이스-리미테크코리아, 전략적 업무 협약 체결","http://www.beyondpost.co.kr/view.php?ud=20220215144137644246a9e4dd7f_30"
"2022.02.15","MBC","우크라 긴장·인플레 우려 속 하락 마감","https://imnews.imbc.com/replay/2022/nwtoday/article/6341590_35752.html"
"2022.02.15","서울신문","[박상현의 테크/미디어/사회] 나도 모르는 사이… 내 휴대전화가 그놈 스토킹을 도울 수 있다","https://www.seoul.co.kr/news/newsView.php?id=20220215027005&wlog_tag3=naver"
"2022.02.15","서울신문","[박상현의 테크/미디어/사회] 나도 모르는 사이… 내 휴대전화가 그놈 스토킹을 도울 수 있다","https://www.seoul.co.kr/news/newsView.php?id=20220215027005&wlog_tag3=naver"
"2022.02.15","에듀동아","비전OK제주유학원, 미국 텍사스주립대 국제전형 입학 세미나 진행","http://edu.donga.com/?p=article&ps=view&at_no=20220215104733455098"
"2022.02.15","에너지데일리","""중국 시장 제외한 글로벌 전기차 배터리 시장은 '한국'이 지배한다""","http://www.energydaily.co.kr/news/articleView.html?idxno=125740"
"2022.02.15","SBS Biz","[글로벌 비즈 브리핑] AMD, 자일링스 500억 달러에 인수 마무리","https://biz.sbs.co.kr/article_hub/20000050714?division=NAVER"
"2022.02.15","데일리카","프리미엄 외친 북유럽 전기차 경쟁..볼보 C40 리차지 vs 폴스타2","http://www.dailycar.co.kr/content/news.html?type=view&autoId=42988"
"2022.02.15","비즈니스포스트","뉴욕증시 하락, 러-우크라이나 긴장 고조와 미 연준 긴축 가속 우려","https://www.businesspost.co.kr/BP?command=article_view&num=271648"
"2022.02.15","세계비즈","젤리스페이스, 블록체인 게임 개발 나선다… ‘리미테크코리아’와 MOU","http://www.segyebiz.com/newsView/20220215513468?OutUrl=naver"
"2022.02.15","SBS Biz","[글로벌 마켓] 뉴욕증시, 우크라이나 사태 주시…장중 변동성 심화","https://biz.sbs.co.kr/article_hub/20000050738?division=NAVER"
"2022.02.15","문화일보","LG, 인공지능 아티스트 ‘틸다’ 공개…스스로 창작하는 ‘AI 휴먼’","http://www.munhwa.com/news/view.html?no=2022021501072303024001"
"2022.02.15","내일신문","K-배터리 비중국 시장서 선전","http://www.naeil.com/news_view/?id_art=414206"
"2022.02.15","내일신문","K-배터리 비중국 시장서 선전","http://www.naeil.com/news_view/?id_art=414206"
"2022.02.15","SBS Biz","[조간브리핑] ‘전세의 월세화’ 현실로…지난해 ‘서울 아파트’ 월세 거래량 7만여건","https://biz.sbs.co.kr/article_hub/20000050741?division=NAVER"
"2022.02.15","매일경제","매경이 전하는 세상의 지식 (매-세-지, 2월 15일)","https://premium.mk.co.kr/view.php?no=31519"
"2022.02.15","메트로신문","[해외주식 Click] '메타' 저가 매수세 유입…""보수적 접근 필요""","http://www.metroseoul.co.kr/article/20220215500340"
"2022.02.15","MBN","스페이스X, 1천300km 최장 우주여행 도전…美 억만장자 아이잭먼과 동행","http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4699758"
"2022.02.15","톱스타뉴스","미국 뉴욕증시, 연준 긴축·우크라이나 우려에 혼조세로 출발…S&P 0.56%↓·나스닥 0.06%↑·다우 0.97%↓","http://www.topstarnews.net/news/articleView.html?idxno=14670845"
"2022.02.15","국토일보","전기차 충전 중 '펑', 자동차·충전기 제조사는 나 몰라라","http://www.ikld.kr/news/articleView.html?idxno=249172"
"2022.02.15","한국경제","신원 미상 니켈 비축업자 등장에…中 큰손 회장님 전전긍긍 [원자재포커스]","https://www.hankyung.com/international/article/202202153983i"
"2022.02.15","MTN","[이항영의 월가이드] ‘우크라 사태’ 긴장 고조 속 월가의 시각은?","https://news.mtn.co.kr/news-detail/2022021508434125774"
"2022.02.15","비즈니스포스트","‘슈퍼볼 광고 효과’ 전기차주 일제히 상승, 리비안 루시드 6%대 올라","https://www.businesspost.co.kr/BP?command=article_view&num=271665"
"2022.02.15","대한경제","수리비 내연기관차의 31% ↑…내연기관차 차주 부담 전가 우려","https://www.dnews.co.kr/uhtml/view.jsp?idxno=202202141304058940207"
"2022.02.15","뉴스브라이트","NH투자, 온라인 전용 『NH Now ELS』 출시","http://www.newsbrite.net/news/articleView.html?idxno=164469"
"2022.02.15","오늘경제","[뉴욕증시] 러시아-우크라이나 전쟁 우려에 하락…다우 0.49%↓","http://www.startuptoday.co.kr/news/articleView.html?idxno=93867"
"2022.02.15","아시아타임즈","中, 신에너지차 판매량 2배 넘게 증가… 비야디 판매량 1위","https://www.asiatime.co.kr/article/20220215500116"
"2022.02.15","머니S","현대차그룹, 만리장성-후지산도 넘는다","http://moneys.mt.co.kr/news/mwView.php?no=2022021408018036345"
"2022.02.15","딜사이트","전략자원에 수소까지, 한화운용 ARIRANG 차별화 '가속'","https://www.paxnetnews.com/articles/83793"
"2022.02.15","서울와이어","뉴욕증시, 연준 긴축·러시아 전쟁 우려 속에 급락","http://www.seoulwire.com/news/articleView.html?idxno=462222"
"2022.02.15","내외경제tv","[특징주] 리비안 급등세로 에코캡 주가도 급등 찍을까","http://www.nbntv.co.kr/news/articleView.html?idxno=954817"
"2022.02.15","톱스타뉴스","미국 뉴욕증시, 러시아-우크라이나 소강 국면에 낙폭 회복 시작…S&P 1.33%↑·나스닥 1.68%↑·다우 1.28%↑","http://www.topstarnews.net/news/articleView.html?idxno=14671135"
"2022.02.15","테크월드","젤리스페이스-리미테크코리아, 블록체인 게임 개발 MOU 체결","http://www.epnc.co.kr/news/articleView.html?idxno=219977"
"2022.02.15","국제뉴스","[특징주]LG에너지솔루션(LG엔솔) 주가 또 하락세, 배터리 점유율은 1위","http://www.gukjenews.com/news/articleView.html?idxno=2408405"
"2022.02.15","핀포인트뉴스","LG에너지솔루션, 중국 제외 배터리시장 점유율 1위","http://www.pinpointnews.co.kr/view.php?ud=20220215064403414cd1e7f0bdf_45"
"2022.02.15","글로벌이코노믹","[뉴욕증시] 우크라 공포에 '출렁'…3대 지수 일제히 하락","http://www.g-enews.com/ko-kr/news/article/news_all/202202150625212438be84d87674_1/article.html"
"2022.02.15","이코노믹리뷰","상승 사이클 올라탄 K-조선, LNG선 이을 친환경 기술 경쟁","http://www.econovill.com/news/articleView.html?idxno=565475"
"2022.02.15","아시아투데이","'핫한 테마' 글로벌 수소·전기차 ETF 신규 상장…첫날 성적 살펴보니","https://www.asiatoday.co.kr/view.php?key=20220215010007608"
"2022.02.15","데일리카","올해 서울서 전기 승용차 사면, 보조금 최대 900만원 지원..‘주목’","http://www.dailycar.co.kr/content/news.html?type=view&autoId=42984"
"2022.02.15","헬로티","젤리스페이스-리미테크코리아, 블록체인 게임 개발 위해 전략적 업무 협약","https://www.hellot.net/news/article.html?no=65780"
"2022.02.15","뉴스투데이","코스피, 外人·기관 매도세 저가 매수세 유입 '혼조'...三電, 2%대↑","https://www.news2day.co.kr/article/20220215500084"
"2022.02.15","더구루","기아 슈퍼볼 로보독 광고 '대박'…트래픽 921% 급증","https://www.theguru.co.kr/news/article.html?no=31426"
"2022.02.15","한스경제","개인투자자의 해외투자 열풍, 한국 경제에 기여하나","http://www.sporbiz.co.kr/news/articleView.html?idxno=609955"
"2022.02.15","핀포인트뉴스","태양금속, 지난 주 43% 올랐지만 어제는 14%↓…이유는?","http://www.pinpointnews.co.kr/view.php?ud=2022021415424142771ae55c6a77_45"
"2022.02.15","MBC","[이슈톡] 뉴럴링크, 뇌 실험으로 원숭이 15마리 폐사","https://imnews.imbc.com/replay/2022/nwtoday/article/6341581_35752.html"
"2022.02.15","뉴스투데이","[N2 모닝 경제 브리핑-2월 15일] 美 증시, 긴축 우려·우크라 리스크 속 하락...루시드·리비안은 6%대↑","https://www.news2day.co.kr/article/20220214500283"
"2022.02.15","뉴스1","포르쉐코리아, 창립 이후 역대 최대 실적…전기차 타이칸 견인","https://www.news1.kr/articles/?4585904"
"2022.02.15","초이스경제","미국증시 하락에도...삼성전자 · LG에너지솔루션, '상승 출발'","http://www.choicenews.co.kr/news/articleView.html?idxno=88931"
"2022.02.15","글로벌이코노믹","""현대차 아이오닉6, 2020년 공개한 콘셉트카 '프로페시' 닮았다""","http://www.g-enews.com/ko-kr/news/article/news_all/2022021506142081162bb03d9507_1/article.html"
"2022.02.15","국민일보","신차 가격 오르자 ‘경형 전기차’로 갈아타는 유럽","http://news.kmib.co.kr/article/view.asp?arcid=0924231605&code=14140000&cp=nv"
"2022.02.15","머니투데이","반토막 '돈나무 언니' 펀드, 기술주 4800억 '폭풍 매수' 이유는","http://news.mt.co.kr/mtview.php?no=2022021415294225030"
"2022.02.15","미주한국일보","캘리포니아 전기차 100만대 시대 돌입 ‘새 역사’","http://www.koreatimes.com/article/1402310"
"2022.02.15","서울와이어","천하의 조지 소로스도 물렸다… 리비안 투자로 1조 손실","http://www.seoulwire.com/news/articleView.html?idxno=462244"
"2022.02.15","뉴데일리","단박에 시총 2위 'LG엔솔' 시장선 '손사래'... 팔라는 이유는","https://biz.newdaily.co.kr/site/data/html/2022/02/14/2022021400207.html"
"2022.02.15","시사저널이코노미","제네시스, 주춤한 전기차 판매···전동화 비전 이상없나","http://www.sisajournal-e.com/news/articleView.html?idxno=254582"
"2022.02.15","메가경제","[김송호의 과학단상]㉟ 우주 관광 시대 유감","http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065606490454137"
"2022.02.15","굿모닝경제","삼성 공언한 '의미 있는 M&A', 2년 남짓 남은 시한에 가능할까","http://www.kpinews.co.kr/news/articleView.html?idxno=169990"
"2022.02.15","초이스경제","1월 중국 신에너지차 판매량 34만7000대, 전년비 124% 증가","http://www.choicenews.co.kr/news/articleView.html?idxno=88934"
"2022.02.15","서울경제TV","[SEN투자전략]美긴축·지정학적 리스크 지속…반발 매수세 전망도","http://www.sentv.co.kr/news/view/611753"
"2022.02.15","매일경제","테슬라 주식 6조9000억 어치 기부한 머스크…왜?","http://news.mk.co.kr/newsRead.php?no=142201&year=2022"
"2022.02.15","IT조선","머스크, 테슬라 주식 6.8조원치 자선단체에 기부","http://it.chosun.com/site/data/html_dir/2022/02/15/2022021501956.html"
"2022.02.15","연합뉴스","머스크 '한다 했더니 진짜 했나'…작년 6.9조원 기부","http://yna.kr/AKR20220215121100009?did=1195m"
"2022.02.15","서울경제","머스크, 기부도 통 크게…작년 7조원 사상 최대 수준","https://www.sedaily.com/NewsView/2625HFWQ9Z"
"2022.02.15","내외경제tv","WFP와 설전 벌이던 테슬라, 스페이스엑스 CEO '일론머스크'…7조 기부?","http://www.nbntv.co.kr/news/articleView.html?idxno=955073"
"2022.02.15","글로벌이코노믹","일론 머스크, 자선단체에 테슬라 주식 57억 달러어치 기부","http://www.g-enews.com/ko-kr/news/article/news_all/202202151105224907658ae4d6a0_1/article.html"
"2022.02.15","TV조선","머스크 ""억만장자면 기부해달라"" 요청에 응답…6조9천억원 기부","http://news.tvchosun.com/site/data/html_dir/2022/02/15/2022021590093.html"
"2022.02.15","YTN","머스크, 'WFP 요청 규모' 7조 원 실제로 기부했다","https://www.ytn.co.kr/_ln/0104_202202151755117820"
"2022.02.15","라디오코리아","머스크, 실제로 주식 팔아 '거액 기부'.. 왜?","https://www.radiokorea.com/news/article.php?uid=381675"
"2022.02.15","헤럴드경제","“억만장자면 기부해달라” 요청에 머스크 응답…6조8천억원 사상 최대 기부","http://news.heraldcorp.com/view.php?ud=20220215000798"
"2022.02.15","매일경제","""한다면 한다"" 일론 머스크 7조원 기부","http://news.mk.co.kr/newsRead.php?no=143649&year=2022"
"2022.02.15","한국일보","일론 머스크, 7조 원 육박 '통 큰 기부'… 수령인은 미확인","https://hankookilbo.com/News/Read/A2022021516430005647?did=NA"
"2022.02.15","서울신문","머스크, 자선단체 7조원 기부… 큰소리친 이유 있었네","https://www.seoul.co.kr/news/newsView.php?id=20220216012018&wlog_tag3=naver"
"2022.02.15","한국경제","일론 머스크, 7조 원 '통 큰 기부' 절세 효과 '톡톡'","https://www.hankyung.com/international/article/2022021557187"
